score,comment
5,"고르고 골라서 워시타워를 주문했어요지정배송일에 잘 도착해서 설치도 완료 했구요~일체형으로된 워시타워를 할지~드럼세탁기와 건조기가 따로 떨어져있는 분리형으로 할지많이 고민하다가 조금더 비싸기는하지만일체형인 워시타워로 주문했네요디자인,색깔너무 마음에 들고 멋지네요설치하고 바로 ‘침구털기’로 이불도 털어보고빨래도 돌려 봤는데먼지가 장난이 아니네요 ...깜짝 놀랐어요오늘 하루종일 비가내렸는데 건조기에 돌리니까 빨래가 뽀송하고 장마가 와도 이제 걱정이 없어요~^^"
5,이사를 하면서 주문 했습니다.주문이 많아 배송이 늦어질것 같아 기대는 하지 않았는데 생각 보다 빨리 4일만에 설치 되었습니다.오래된 집이어서 설치가 쉽지 않았는데 기사님들이 열씨미 설치 해주셨구요. 수평도잘 맞춰주시고 사용법도 친절히 설명 해 주셨어요.세탁기 사용한지 10일정도 되어가는데 정말 좋습니다.일체형이라 너무 편하고 세탁도 너무 잘되요~용량이 커서 인지 이불 몇개는 한방에 세탁 가능 합니다~그리고 건조기 정말 최고 입니다. 트루스팀 정말 최고에요~건조후 뽀송뽀송해진 빨래를 보면 정말 기분까지 좋아집니다.역시 가전은 엘지가 맞는것 같아요~고민하시는 분들 있으시면 꼭 사세요~판매자분도 빠른설치 요청에 잘 대응해 주셔서 감사합니다~
5,"깔끔하고 너무 좋아요~ 크기도 집에 딱 맞는데 이사갈때가 좀 걱정이네요..ㅋㅋ언제 갈지모르니 일단은 쓰려구 삿어요~ 통돌이 쓰다가 바꾸니 뭔가 깔끔한 느낌이라 좋아요~오브제로 살까 고민 많이했는데 릴리화이트 맞나요? 깔끔하고 좋은것 같아요!용량을 16키로랑 고민많이하고 17WT랑 다른건가도 많이 검색해보고 사서 신중한 구매했네요ㅋ;;그리고 인터넷으로 사도되나 고민 많이했는데 인증판매점이라고 찍혀있어서 바로 구매했어요~문제없는거 같아요 엘지배송기사가 직접오셔서 설치해주니 만족합니다.요즘 매장에서 냉장고 워시타워 등등 같이 구매하면 더 저렴하고들 하는데,여기서 너무 저렴하게 잘산거 같아서 만족합니다~^^"
5,"삼성그랑데와 엘지워시타워
오브제와 화이트
16키로와 17키로
몇날며칠 고민끝에 결정한 워시타워 17키로로 결정
오픈매장에서 구입을결정하고 집으로 돌아오는길에 리뷰나볼까싶어서 인터넷에서 검색하는 순간
매장으로 취소전화를 바로 돌렸다
17WT모델의 구입가가 3백이넘었는데 인터넷 검색한 17WTA모델의가격은 무려 이백대중반이하
모델명의 차이가 무엇인지 확인하니 크롬으로 마무리 여부였다.
검색결과 가장 조건이 좋았던 SSG에서 구매를결정하고 결재를완료했다.당장 받고싶었지만 배송기간이 무려 4주 ㅜㅜ.
그런데.
그런데.
결재후 3일후 엘지에서 전화가 와서 사전점검 약속을정하고 3일뒤 배송이 완료됐다.
결재후 6일 만에 도착 ㅎㅎ
설치기사님들도 조심조심 설치해주셨고
뒷정리도 확실하게 해주셨다.
혹시나 제조일자를보니 21년 12월 따끈따끈한 쌔거였던것이다
이리저리 너무나도 .
자리를 빌어 SSG에 감사를 전한다"
5,"**가전은 역시 LG입니다

1.구입동기: 99년 10kg 통돌이를 쭈욱 사용하던
50대 주부입니다 정말 저같은 사람만 있으면
전자회사에서 싫어하겠지만요 고장이 안나니 그냥
미련스럽게 사용했지요 세탁기는 LG란 고정관념이 있는 1인으로 워시타워로 고민도 없이 구입했지요

오프라인으로 상품은 이미 알고있었고, 가격적인면에서 온라인이 훨씬 경제적이라 주문완료 했어요

2.배송과 설치 :주문 이틀후 배송팀과 유선으로 배송날짜 선택했습니다 구축 아파트라 설치장소 사전답사
요청까지 해주셔서 수전교체가 필요해
쿠*에서 슬림수도꼭지 배송전 교체했어요 설치시
누수되지 않게 주의가 필요합니다

3.사용후기:말해 무엇할까요? 저도 많은 리뷰를 보았지만, 그냥 덜 마른 운동복도,
밀린 타월도, 이젠 굿바이입니다 ~~

능숙하게, 친절한 설명까지 해주신 LG ^^"
5,"신혼집에 두려고 구입했어요.건조기까지 꼬옥. 필요할까 했는데꼬옥. 이 제품이어야 한다는 오빠의 강력한 요구사항으로 구입했습니다!!설치하니까 깔끔하네요! 높이도 낮아서 충분히 건조기 안까지 손이 닿아요~ (단, 세탁하기 위해서는 구부려야하지만;;;)설치 하기로 한 날은 조금 딜레이 됐어요. 17일이었는데 추석 지나고 어제 받았습니다.그래서 덕분에 한번은 빨래방에 다녀왔다는... 그래도 어제 받자마자 신나서 사진 찍어서 보내줬네요 :)깨끗하게 잘 살겠습니다.감사합니다!"
5,일요일 저녁에 시켜 화요일인 방금 설치 완료 했습니다. 부모님이 받아주시고 저는 사진으로만 확인 했는데 매우 만족스럽습니다!성능도 당연히 좋을 줄 기대하고 있어요! 디자인도 넘 예뻐 조으네요. 건조기 설치하고 시간도 아끼고 광명 찾음 좋겠네요 ㅋㅋ오프라인 매장보다 저렴히 구입할 수 있어 좋았고~~고생하신 기사님께 감사드립니다. 세탁실이 좁은 듯 해 설치불가할까봐 염려했는데 잘 되어 다행입니다. 번창하시고 많이 파세요~~^^
5,"금요일에 주문했고 주말이 껴서 수요일에 받았어요
마루 손상 안되게 조심해서 설치 해주셨고
설치는데도 오래 걸리지 않더라구요
위치를 오른쪽으로 좀 더 붙이고 싶었는데 아쉽
높이는 정말 낮고 가로 사이즈가 매우 크네요
안들어갈까봐 정말 걱정했는데
기사님이 멀티탭 최대한 깔끔하게 안보이게 해주시려고 애써주셨어요
근데 원래 세탁하고 나면 물이 저리 많이 나오는게 정상 맞죠
이불도 한번 돌렸는데 3시간 이상 돌았어요"
5,"아파트 기준.끝에 a붙으면 신발 건조선반 없음(고객센터전화 1만원 구매가능)구매전 폭길이넓이 확인요망.필요시 수전교체, 가스계량기 위치 사전이동, 선반 제거.주문하고, 하루~이틀 상관으로 주문확인/배송관련 카톡옴.이틀째 배송날짜 선택 카톡.지정하면 설치기사가 배정되고, 배송요청 당일 아침 8시 경 전화옴. 그러면 기존 세탁기 수거여부 확인 및 설치 예상 시간 알려줌. 2명이서 방문함.설치 자리 확인 후 설치되면, 바로 세탁기 수거함.수거자리 미리 청소 준비(물청소 권장)복도에서 포장 뜯고 설치장소 바로 앞에서 2단 조립 후 정위치 이동.수평제고, 수전/전기(누전체크해줌) 연결 후 시운전 후 사용법 주의사항 설명해줌. 1시간 20분 정도 소요.전에못돌리는 카팻 돌아감빅스데이 지마켓, 옥션 또는 11절, 롯데축제 때 카드할인 받고 사시길 권장.(지마켓에서 21년 5월 15일 빅스데이2(-30),엘지(-2만)로 245정도? 그 시점 다른 분 문의글 참조.롯데20주년 롯카7% 비슷한 가격이였음. .이상 참고하세요. (5/23일 경에도 제휴카드할인 250정도로 조건 비슷한 편)"
5,일때문에 임시로 사는 집이라 집이 좁아서 기존에 쓰던 세탁기 건조기 지인 드리고 이사왔어요 세탁물이 많아서 빨래방에 다니다가 찝찝하기도 하고 기다리는시간이 낭비되기도 하고 쓰던사람이 없으니 답답하더라구요 오피스텔인데 ㅠㅠ 배수관이 없어서 설치불가로 엄청 속상했는데 리뷰를 보다가 화장실 밖으로 빼서 설치하신분에 있어서 캡쳐해서 보여주니 다행히 그렇게는 된다고 하시네요 저는 외관상 이쁘지 않더라도 빨래+ 건조만 되면 좋겠다 싶었는데 ㅠㅠ 신경제일 쓰였던건 바닥소음이 신경쓰여서 바닥 매트를 구입했는데 기사님이 취소하라고 소음이 나지않는다고 안심하시라고 하셨네요 ㅋㅋㅋ ㄱㅣ사님께서도 매우매우 친절하시고 기분이 좋았습니다 설치꼼꼼하게 하셨고 완벽하게 하시고 가셨네요 설치해 주셔서 진심 감사합니다 -
4,제품은 신형이라서 좋은거 같아요세탁기능~건조기 기능 ~넘 만족해용근데 새거라서 그런지 세탁기 처음 설치할때통에서 냄새가 났어요^^;;설치는 원하는 날짜에 받을수 있어서 좋았는데많은분들이 토요일날 주문에 밀러서 설치시간이변경되어서 아쉬웠지만 그날 설치 받아서다행이였어요 평일에는 일을 다녀서;;받을사람이 없었거든요 기사님~두분이서설치 해주셨고 설명도 잘해주셨어요~더싸면 좋았겠지만 처음에 할인들어간거보다 조금더 할인들어가서 얼릉 구입했어요12년 동안 사용한 통돌이는 그날 작별ㅜㅜ고마웠다~통돌이 안녕ㅠㅠ 트롬~세탁기 건아~잘부탁해~^^
5,"세탁량이 점점 많아지는데 날씨 영향에 옷이 잘 마르지 않을 때가 있어 고민 끝에 건조기 구매했어요. 이곳저곳 비교해보고 LG 워시타워로 결정!!! 설치공간 때문에 사전점검 받고 설치 가능하다고 해서 좋았어요. 용량도 크고 세탁과 동시에 건조 기능 설치까지~ 기능은 기본 디자인까지 맘에 쏙 들어서 만족하며 사용중이에요~
특히 이불과 수건 보송보송해서 너무 좋네요~
가격 비교 끝에 lg전자 공식판매점 대명유통에서 구매했는데 친절하시고 설치도 빨라서 좋았어요."
5,지정한 전날 엘지전자에서 톡이온후 다음날 바로 기사님 전화받고 약속시간보다 빠르게 받았어요~~저희가 폭이 85정도밖에안되서 납작수전으로 바꿨는데도 기사님이 기스날수도있다 최대한 조심히 설치해주신다고하시더니 흠집하나없이 깔끔히 설치해주셨어요 창문 여는거 포기해야하나했는데 다행히 간신히 열고닫을수있네요 크기도 일체형이여서그런지 생각보다 안크고 화이트 넘 이쁘네요~~용량이 커서 기대가됩니다!!판매자분들도 친절하게 대해주시고 가격도 저렴히 잘구입한거같아요~~
5,이사오면서 처음 접한 건조기가 생활에 얼마나 편리한 제품인지 매일매일 실감하며 지내고 있습니다. 이제 빨래건조대는 거의 사용할 일이 없을 듯 합니다. 워시타워는 건조기부분이 여성이 이용하기 편한 위치로 되어있어 우리나라 주부들에겐 잘 맞는 제품이네요. 건조한 후 필터에 쌓인 먼지를 볼때마다 마음까지 깨끗해지는 느낌입니다. 설치해주신 기사님들도 아주 친절하게 설치와 사용설명을 해주셔서 정말 감사했습니다.
5,이사를 하면서 새로 구매를 하려고 알아보던중 세탁기 건조기둘다 제일 큰사이즈 인데다가 깔끔한 화이트디자인에 너무 이뻐서 구매를 했어요~! 마침 빅스마일데이로 할인도 많이해서 저렴한 가격에 구매해서 좋네요~^^ 원하는 날짜에 배송되었구요~! 둘다 큰 싸이즈인데도 연결되어 버튼이 중간에 있어서 키작은 저도 너무 편하게 쓸수가 있어서 좋아요~! 휴대폰으로 연동을 해서도 쓸수 있으니 좋고 사이즈가 커서 이불빨래서 쉽게 자주 할수 있어서 너무 좋아요~!> 일체형이 이래서 좋은거군요 👍 비싼데 살까 말까 괜히 고민했네요ㅎㅎ
5,"아직 입주전 사용전이지만 기존에 통돌이 10키로 사용중이였어서 이불빨래가 가장 힘들었어요 ㅠ 건조기도 8키로짜리 사용중이라 더 큰 용량을 원했었구요 ~ 키가 작은편이라 타사 제품 두개 합친것보다 낮아 높이도 너무 맘에들구요! 제품빨리 사용해보고 싶어요!단 사전점검부분은 따로 연락이 안오나봐요 ㅠ 다행이 저희집은 잘 설치가 되었지만, 애매하신분들은 이부분 꼭 문의해서 여쭤보시길 바래요 !!"
5,"가전제품 삼대천왕 중 한개인 건조기를 드디어 들였습니다.여름만 되면 습해서 빨래 말리기 힘들고겨울만 되면 얼어서 빨애 말리기 힘들었는데이제 해방입니다.삼성과 엘지중 어떤걸로 살까 고민했는데, 콘덴서를 물청소 할 수 있는 엘지것이 좋을것 같아서 엘지로 결정했어요기능중이 콘덴서 케어가 있어서 수동으로 청소도 할 수 있다니까 맘에 듭니다.기사님들이 꼼꼼하게 설치해주셔서 스크래치 하나 없이 잘 받았습니다!"
5,"[1]사전답사 서비스 가능해요 - 인터넷으로 구매시 판매점에서 ""사전답사""신청 안받아주는데도 많던데, 여기선 가능해요 - 사전답사를 하면, 설치가능여부의 판단 및 벽선반 철거등의 작업요청이 가능해요[2] 설치시간이 30분내외이에요 - 먼저 기존 세탁기를 수거해가세요 - 세탁기, 건조기를 별도로 가져오셔서 현장에서 조립해요 - 설치 후 수평상태 점검해요 - 마지막으로 사용법 알려줘요[3] 뒷정리도 잘해주시고 설치전에 벽선반도 철거해주셨어요[4] 설치일정도 변경가능해요 - 카카오톡으로 설치일정 안내오면 그대로 진행 또는 변경가능해요"
4,오프라인보다 저렴하게 주문해가격면에서 만족하나 재고부족인지11절에 주문했을때 공지사항에는 17일이후배송이라더니 점점 늦어져서 거즘 3주만에 휴가당일 31일 배송톡와서 예 체크함 아니요 하면 얼마나 늦어질지 몰라서요ㅠ기사배정도 당일 이른시간에야 전화와서 시간약속하고폐가전수거후 제자리 설치완료수평계는 작은것을 가져와 저희 바닥보고 천장을 봐도 기울기가 있는데 벽면을 보면 수평인듯하고 일단 믿고 사용해봅니다.성능은 대용량 세탁에 건조기능도 있어 편합니다.지난 16년사용 드럼 보내고 안착늦은배송은 마음에 안들지만 성능.사용면에서는 좋아요
5,"시부모님 댁에 선물로 보내는 거라 신경이 쓰였는데, 결과적으로 모든 부분에서 아주 만족합니다. 일요일에 결제했는데 수요일에 배송이 되어 빨랐고, 두 분 다 일하셔서 설치 날짜를 정하는 것이 걱정이 되었는데 석가탄신일에 감사하게도 와주셔서 한숨 돌렸습니다.폐가전도 잘 수거해주셨고, 설치도 원하시는 대로 잘 해주셨습니다. 전에 쓰시던 구모델과 크기는 비슷한데, 안에 용량은 훨씬 크네요. 건조기랑 일체라서 높이 손 뻗으실 필요도 없고, 윗 부분이 짧아지니 공간 차지도 덜 해 보입니다. 감사합니다!"
5,"10/15일에 주문하고 베란다 세탁기있던 자리가 80이상은 되어야하는데 수도꼭지가 옆에있어 수도를 바꾸고 사전실측 10/21일에 받았고 기사님이 수평 맞추실때 손이 들어가야 하는데 안될것 같다하셔서 다시 수도 매립으로 바꾸고 10/27일 오늘 설치했습니다.
기사님들께서 굉장히 친절하게 전화통화 해주시고 한번 날짜 바꿨는데 요청 다 들어주시고 배송되는 오늘도 오후시간 밖에 안된다고했더니 맞춰 주셔서 베란다로 세탁 건조기 나가야해 한시간전에 냉장고, 김치냉장고 비우고나니약소거시간 맞춰 건조기 한분이 가져오시고 세탁기 따로 한분이 가져오셔서 두분이서 정말 애쓰시면서 설치해 주셨어요. 친절하시고 전문배송 설치 해주시는분들이라 확실이 다르더라구요. 기존 엘지드럼세탁기도 수거해 주셔습니다. 저희는 가전이 에어컨빼고 다 LG제품인데 한번도 고장없이 잘 사용하고 있습니다.
가전은 역시 LG가 짱입니다.!!!
아이방 침대커버와 패드 빨고 지금은 건조중입니다.
기사분들 감사합니다."
5,드럼 이랑 통돌이 다 사용해 봤는데.. 드럼은 초창기 모델이라 자꾸 물때가 끼어서 패킹때문에 통돌이로 바꿨는데 통돌이는 겨울에 옷 많이 넣고 빨면 자꾸 헛돌아서 다시 드럼으로 옮겨탔네요.. 드럼 고를때 건조기가 있어 많이 고민 했는데.. 역시 같이 있으니 넘 이뻐여... 흰색이라 고민도 많이 했지만 만족합니다. 일단 성능은 굿입니다. 통돌이 시끄러워서 세탁실 안 열고 살았는데 어제 오늘 계속 열어 두게 되네요.. 조용한 편인거 같아요.. 건조기도 조용하고요.. 강추합니다.
5,건조기만 살까하다 세탁기도 곧 수명을 다할듯 하여 알아보던중 워시타워가 눈에 쏙 들어오길래 가격도 적당하고 무엇보다 다른제품 직렬설치보다 8센티 이상 높이가 낮다길래 구입했어요건조기는 첨 써보는데 신세계네요...진작 구입 안할걸 후회합니다워시타워 화이트 디자인도 군더더기 없이 넘 이쁘구요~~~가운데 패널에서 모든 기능이 선택 되니 키작은 사람한테는 더없이 좋네요
5,기존에 건조기가있어 이사할때 통돌이세탁기 버리고 드럼세탁기로 갈아타려고 서칭을 했습니다.그러다가 발견한 워시타워!대박입니다. 기존건조기와 세탁기를 직렬로 놓으면 조작버튼이 위로 올라가서 많이 불편할것같았는데워시타워는 그것을 고려했는지 통합컨트롤패널을 중간에 위치시켰네요.그래서 참 맘에들고 좋습니다.더욱 용량도 현재 최대용량이라 마음놓고 세탁할 수 있어 좋습니다.세탁기/건조기를 구매하시는 분들은 워시타워를 강력히 추천드립니다.
5,"국내 모델 중 가장 큰 용량이고 LG라서 바로 선택했습니다. 배송희망일 지정했었는데 갑자기 다른 일과 겹쳐서 대명판매점에 문의 남겼는데 빨리 변경해주셨습니다. 정말 감사드립니다. 배송일 이틀 전, LG에서 카톡으로 배송일 변경할 수 있는 마지막 찬스(?)도 줍니다. 아무튼 당일 오전 8시 이전에 전화 받아서 오후 4시 이후 도착한다고 연락주셨고요. LG 전문 기사님들이 직접 설치해주시는데 진짜 꼼꼼하고 척척 해내시더라고요. 정말 친절하시고 간간히 대화도 나눴는데 정말 좋은 느낌을 받았습니다. 그분들에게도 감사 인사 다시 한번 드립니다. 오늘 바로 세탁기와 건조기 사용해봤는데 정말 조용하고 6모션 구경하는 재미가 있었습니다. 정말 대만족입니다. 역시 LG가 짱이에요!"
4,금액이 큰 상품이다 보니 오랫 동안 기다리다 산 상품입니다. 장바구니에 넣어 놓고 빅 세일을 기다리는 동안 가격이 오르락 내리락 하더니 결국 빅 세일 기간이 다가 오자 가격을 올려놓고 빅 세일이라 하니 빅 세일전 많이 내렸던 g마트 가격과 별 차이 없는 가격이었어요. 그래도 10년 전에 산 트롬세탁기도 아직 멀쩡하여 다른 사람에게 주었더니 잘 쓰고 있다 하므로 이번에 산 워시 타워도 오래 오래 잘 쓰길 기대 합니다.
5,건조기와 세탁기 작동버튼이 모두 가운데 부분에 위치하고 있어 사용하기 편리합니다. 타사 8kg 건조기 쓰다가 바꾸었는데 먼지필터청소가 매우 편리하고 용량이 커서 건조시간도 이전대비 절반정도 걸립니다.침구털이 기능을 많이 쓰는데 이전 건조기에서는 침구털이 기능을 쓸 경우 뜨거운 바람이 나오지 않았지만 LG 워시타워의 경우 뜨거운 바람이 나옵니다. 먼지만 털 경우에는 별도로 앱을 다운받아서 송풍코스로 설정하고 작동시켜야합니다. 세탁기는 용량도 크고 세탁성능도 좋아서 매우만족합니다.
5,지정일 설정안했고요 주문한지 8일만에 받았어요색상고민 많이 했으나 흰색이 저렴하여 어짜피 세탁실은 저만보는공간이라 선택했는데 오히려 깔끔하니 괜찮아요사전점검때는 튀어나올거라고 하셨는데 막상설치하니 맞춤처럼 딱 맞네요원래 기존에 트롬사용했어서 작동법이 똑같아서 어려움없이 사용하고있어요 건조기는 처음 써보는데 넘 좋네요
5,"통돌이만 쓰다가 처음 워시타워 드럼세탁기 건조기로 바꿨는데너무 좋습니다. 건조기 돌렸을 때 올 줄어듦도 거의 없고,비오는날 젖었거나, 주름진 옷을 세탁 없이 건조기에 돌리면스타일러에 돌린 것처럼 주름이 펴집니다. 스마트폰 앱이랑 연동해서 사용하면 사용성이 완전 극대화되네요.운영자분들 응답빠르시고, 배송도 3일만에 왔습니다. 아주 만족하네요.설치 기사님들도 친절하게 응대하시고 연락을 미리 잘 해주셔서스트레스 전혀 없이 기분좋게 설치했네요번창하세요"
5,드디어 도착했어요~!기사님들이 친절하게 잘 조립해 주시고설명도 잘해주셨어요^^제일 먼저 수건 세탁하고 건조했는데건조기 거름망에 먼지가 ^^; 후덜덜~~~지금까지 먼지로 얼굴 닦은 느낌~!이제 워시타워가 있으니~ 안심입니다!!빨래 너는 시간 줄어서 넘 좋아요~ 고민이신 분들은 쇼킹딜이나 행사때 꼭 구매하세요^^추천합니다~!!!!
5,"이 상품을 사기까지 많은 고민을 했습니다.기존 통돌이 제품도 그냥 쓸만한데..꼭 건조기까지 있어야할까...하는 고민도 많이하구요타사의 유사제품이 좀 더 저렴해서 고민되기도 했구요.그래도 이 제품을 선택한 이유는 디자인과 LG라는 브랜드에 대한 믿음이 더욱 컸습니다.세탁과 건조를 진행하면서 조용함과, 건조가 완료된 세탁물을 빠르게 받을 수 있는 점이 기존 통돌이에서 경험하지 못한 최대의 장점이네요."
5,"넘 좋아요! 무엇보다, 디자인이 넘 이뻐요. 플랫한 유리, 콤팩트 한 사이즈도 한몫하고요. 컨트롤 패널이 중앙에 있어, 편리해요! 다양한 실속 기능들이 편리하고요. 보송보송 말라서 나오는거 보면 왜 이제 샀나 싶네요~ 건조시 트루스팀을 최대한 이용 해야, 살짝 줄어드는 느낌이 있는데, 그걸 막을듯 싶어요. 잘 쓰겠습니다~"
5,"말해뭐서 성능이야 인증된 엘지 워시타워 어제 드디어 들어왔구요, 주문 일주일안으로 신속 설치 해주셨어요. 대용량으로 오자마자 이불털기부터 해보고 기술혁신이 이렇게 빠르나 기능은 첨단화에 용량도 늘었는데 디자인은 더 슬림하고 깔끔하고 소비전력까지 만족, 십이년 함께한 트롬 멀쩡했는데 안녕했어요. 엘지는 사랑이다. ㅎㅎㅎ"
5,"우선 제가 원하는 배송일자에 딱 도착 및 설치가 진행되서 너무 좋았습니다.

와관이나 기능을 말씀 드리자면, 외관은 최근 LG 오브제컬렉션 모델보다는 솔직히 이쁘지는 않지만 기능이나 깔끔한 디자인으로 보자면 가격대비 훨씬 좋은 제품인 거 같습니다.

우선 기사님이 설치해주시면서 너무 친절했고, 무엇보다 스팀기능도 있어서 만족해요 ㅎ
잘 샀다는 생각이 듭니다.

오브제컬렉션 모델이 부담 스러우신 분들은 이 제품 추천 드릴께요"
5,"세일 기간 때, 다른 곳들보다 저렴하게 구입하여
설치도 친절히 잘 해주셨어요:)
요즘 비가 오는 날이 잦아 더 유용하게 잘 사용하고 있습니다. 무엇보다도 수건이 뽀송뽀송한게 제일 좋아요;)
일체형이라 키가 작은 저도 윗층 건조기 사용하는데도 큰 무리 없어 좋습니다.
여러모로 삶의 질이 높아 진것 같아요.
용량도 커서 이불 빨래도 한꺼번에 문제 없네요~ :)"
5,건조기 없이 살다가 요즘 비가 많이 와서 구매하게 됐어요.기사님이 시간 맞춰서 오셔서 잘 설치해 주시고 가셨어요.저희는 가스검침기가 옆에 있어서 걱정했는데 확인가능하게 잘 설치해 주셨어요.지금 밀린 빨래돌리고 있는데 저도 건조기의 신세계를 맛보게 되겠네요.매장가서 제품보고 구매한거라서 디자인은 만족해요.앞으로 고장없이 잘 사용할 수 있으면 좋겠어요.
5,사전 답사 신청과 설치 일정 소통이 잘 안돼서 설치답사 오셔서 보시고 바로 설치기사님이 오셔서 약간 당황했지만 판매자분께서 친절히 유선상으로 조율해주셨습니다.사전 답사 오신 기사님과 설치기사님 의견이 달라서 기존 설치 장소와 다른곳에 설치하게 되어 냉장고를 이전설치하는 비용이 발생되고 설치 일자가 늦어졌지만 판매자분의 친절응대에 다 감수하고 갑니다^^오늘까지 비가 많이 온다고해서 걱정했지만 배송할땐 비가 딱 그쳐서 다행히 비 안맞고 설치했습니다.지상에서 박스를 다 뜯고 사다리차로 올려서 설치해주셔서 세탁기 아랫부분이 좀 찝찝하지만 안보이는 부분이고 기계 잘 작동하고 비안맞은게 다행이다 싶어서 만족합니다ㅎㅎ저희지역은 개인적으로 lg보단 삼성기사님들이 대체로 친절하셔서 설치 평가는 쏘쏘합니다ㅎㅎ
5,건조기를 사면 세탁라벨 보면서 줄어드는것만 조심하면 삶의 질이 달라진단 소리를 들은적이 있는데 정말 같아요.이불 빨래를 집에서만 했었는데 셀프 빨레방 가서 건조기에 돌려본 후에 그 뽀송함이 너무 좋아서 고민하다가 구매했어요. 세탁방처럼 한번에 여러 이불을 돌리진 못하지만 집에서 바로바로 돌린다는게 참 행복한것 같아요ㅎㅎ.요즘 비오는날 상관없이 건조기에 말리니 특유의 꿉꿉함이 없는게 다가올 장마도 걱정이 안되요ㅎㅎ.아 건조기 특유의 향은 조금 나서 건조기 섬유시트는 필수인것 같지만 어차피 섬유유연제 쓰던것과 크게 달라질건 없는것 같아요. 키가 작은 편인데 버튼이 가운데 있어서 작동도 편해요.배송 설치해주시는 분들도 친절하셨어요ㅎㅎ번창하세요ㅎㅎ
5,"23년전 결혼하면서 드럼세탁기 초기모델을 샀는데 그때는 세탁기가 탈수할때 움직임이 너무 많았고 세탁기가 춤을 춰서 그 이후로는 항상 일반 세탁기를 사용했는데 이번에 건조기때문에 사게되었어요.너무 조용하고 기술이 많이 발달했다는 생각이 듭니다.배송 빨라요. 다른 사이트에서 1달정도를 기다리다가 취소하고 구매후기보고 주문했는데, 1주일내로 받았어요. 잘 사용하고 있습니다."
4,구매할때 모델을 살펴보고 건조선반은 없지만 필요하면 구매하면되니까..문테두리가 하얀색인게 약하거나 별로일까봐 고민이었는데직접 받고나니 다행이 괜찮았네요. 되려 크롬색보다 외관이 흰색이라 더 낫다싶더라구요.높이도 세탁기+건조기조합보다 10cm차이인데 얼마안될것같지만 낮은게 확실히 나았습니다.
5,전 흰색이 밝아보이고 이쁘더라고요!고민하다 워시타워 신제품으로 질렀는데 넘 좋아요.볼 때마다 뿌듯.. 높이가 낮은 것도 좋고 가운데에서 조작되는 것도 좋고요.세탁실이 좁아서 걱정했는데 설치 잘 해주셨어요.주말에 주문하고 금요일 오전에 받았네요.단공사를 하느라 기존 세탁기를 빼놨었는데 기다리다 목빠질 뻔..ㅋㅋ
5,가전제품화이트만 구매하기도하고 베이지 할까 고민하다가 어차피 세탁실안에만 있을거라 가격도 차이나서 화이트로 구매했는데 깔끔하고 좋아요15년만에 세탁기도 큰용량으로 교체하고이사한새집에서 기분좋게 잘 사용하려구요이사전이라 사용전이지만 좋으리라 기대합니다지정배송일에 두분이서 더운날에 엄청 땀흘리며 잘 설치해주셨어요
5,"카톡 알림서비스도 빠르고 사전답사 와주신 기사님 너무 감사드려요.
공간이 아슬아슬 딱 맞아 고생하셨어요.
깔끔하게 설치해주시고 설명도 친절하고 모든게 만족합니다!! 실물보고 입이 떡~~ 진짜 이쁘네요
탁월한 선택이었네요~
내일부터 사용할거라 아직 성능은 모르겠으나 무척 기대됩니다"
5,나에 삶이 달라졌다. 더이상 햇빛을 기다리지 않아도 된다. 몰아서 일주일에 한 번만 돌려도 된다. 원단이 보송하고 부드럽다. 먼지도 제거되어서 좋다. 니트가 살짝 줄어드는 것 같다. 그래도 괜찮다. 워시타워가 너무 이뻐서 베란다가 화사하고 기능이 착하고 쓰기 편하다. 자랑스러운 회사 엘지.
5,원하는 배송날짜에 빠르게 설치해주셨습니다^^세탁기와 건조기 우선 넘 예쁘고요일체형이라 높지않아 빨래를 꺼내고 넣을때에 편합니다.오늘 오자마자 스타일러가 없는 저희집은스팀리프레쉬 코스로 돌려봤습니다. 완전 만족하는 가능입니다^^털이 살아나는 신기한 경험~~세탁은 물론 빨래 건조도 대만족입니다.건조기에 있는 먼지를 보니 사길 잘했다는 생각이 듭니다*^^*
5,"신혼가전으로 가장 먼저 선택한게 이 워시타워입니다
그 전에는 통돌이 사용했고 건조기는 이번에 처음으로 사용해보는건데 역시 좋네요 새 옷 꺼내입을때 먼지 안나는게 진짜 신세계입니다!
건조기에서 건조 끝난 옷은 바로 정리하지 말고 테이블 같은곳에 잠깐 뒀다가 정리해야 냄새가 안난다고 해서 그렇게 했더니 뽀송뽀송하니 좋아요!"
5,배송 보름 걸린대서 혹시 몰라 일주일 뒤로 지정했더니 딱 예정일에 맞춰 도착했어요. 베란다 넓은 아파트라서 설치 까다로운 워시타워 사전설치문의도 안했는데 기사님 올라와 보시고는 바로 설치해 주셨습니다. 키작녀라 직렬설치보다 낮은 워시타워 맘에 들어요. 오늘같이 비가 와도 안심하고 빨래할 수 있어서 좋으네요.
5,가전제품은 역시 LG 아닌가요 ? 최신형으로 가전제품을 구매하길 잘했어요 건조기랑 세탁기 올인원이라서 디자인도 너무 예쁘고 무엇보다 성능 대박이네요 설치도 빠르게 해주시고 친절했습니다 이건 써봐야해요 이제 건조대도 필요없어졌네요 사실 전 이미 있어서 써보고 만족해서 언니 하나 더 사준거에요 ^^
